用户号,电价名称,是否分时,是否阶梯
"0730075998","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730076081","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730076092","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730074169","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730077010","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730072715","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730083134","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730089381","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730086377","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730088393","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730084200","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730088782","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730087130","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730090323","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730090326","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730094824","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730095758","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730098586","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"0730091812","农业生产(1kV以下)","否","否 "
"0730094047","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730096609","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730089749","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730094547","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730090054","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730101918","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730102849","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730105136","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730103428","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730101524","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8066841735","城镇居民生活(1kV以下,不征收附加)","否","是 "
"0730109661","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320250610","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320254508","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320254612","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"7320254960","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320209045","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320209289","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320233877","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320255240","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0730108496","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320217675","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320240723","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320194916","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320107075","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320135607","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320174217","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320136831","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320153586","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320138651","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320143439","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320144605","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320073439","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320030276","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320032823","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320054339","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320086181","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320090647","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320016849","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320043537","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320044325","乡村居民生活(1kV以下,转供,附加费进目录)","否","否 "
"7320071925","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320025964","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320027380","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320304577","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320329369","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320284947","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320342403","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320343640","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320317694","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320294371","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320325820","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320374910","城镇居民生活(1kV以下,征收附加)","否","是 "
"7320375405","城镇居民生活(1kV以下,征收附加)","否","是 "
"7320397429","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320400363","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320425201","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320426464","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320435475","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320362463","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320366683","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320366797","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320346027","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320347567","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320394749","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320445984","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320470881","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320519234","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320523019","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320523295","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320455275","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320480840","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320530082","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320532626","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320439204","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320490838","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320513959","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320492209","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320609379","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320570839","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320593377","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320549530","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320597539","中小学教学(1kV以下,附加费进目录)","否","否 "
"7320575964","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320619338","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320538800","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320636908","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320663348","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320688260","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320712327","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320640422","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"7320692654","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320645078","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320719070","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320631570","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320777155","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732500357","一般工商业(1-10kV,非居民照明,不征收附加)","否","否 "
"7320756192","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320779366","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732500654","一般工商业(1-10kV,普通工业,不征收附加)","否","否 "
"0732500719","一般工商业(1-10kV,普通工业,不征收附加)","是","否 "
"0732500748","一般工商业(1-10kV,普通工业,不征收附加)","否","否 "
"0732500792","一般工商业(1-10kV,普通工业,不征收附加)","否","否 "
"7320739971","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732501122","一般工商业(1-10kV,非工业,不征收附加)","是","否 "
"0732501658","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320769743","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"7320795555","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732502866","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732502999","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732507679","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732510055","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732505634","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732508036","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732510166","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732503488","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732506064","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732506501","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732506567","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732508965","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732506915","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732507380","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732518912","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732513428","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732513687","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732516009","一般工商业(1kV以下,普通工业,不征收附加)","否","否 "
"0732513919","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"0732523430","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732527531","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732523798","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732521740","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732524168","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732524783","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732533650","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732534548","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732530979","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732531466","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732538536","一般工商业(1kV以下,普通工业,不征收附加)","否","否 "
"0732541149","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732545827","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732542303","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732549719","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732551866","农业生产(1kV以下)","否","否 "
"0732549918","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732548177","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732548222","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8074178784","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732546722","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0732549243","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8074184842","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8073801614","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8074141458","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747003140","农业排灌(1-10kV)","否","否 "
"0747003883","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747015983","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747023421","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747023575","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747019127","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"0747020062","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747018127","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747007292","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747011836","一般工商业(1kV以下,非居民照明,不征收附加)","否","否 "
"0747014303","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747009530","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747005330","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747012110","农业生产(1kV以下)","否","否 "
"0747005621","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747010043","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747005909","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747005978","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747008382","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747008652","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747013507","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747006766","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747006915","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747039221","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747039937","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747038226","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747038275","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747036149","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747040857","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747034425","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747034508","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747027614","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747032668","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747031197","农业生产(1kV以下)","否","否 "
"0747031484","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747028887","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747027052","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747059850","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747053397","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747053708","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747054174","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747054385","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747052151","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747056749","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747059221","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747054724","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747059327","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747052397","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747054986","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747059720","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747046065","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747048382","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747051094","一般工商业(1kV以下,普通工业,不征收附加)","否","否 "
"0747051129","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747046424","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747042333","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747051422","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747042743","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747047169","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747043505","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747050280","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747048020","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747045973","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747074169","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747076555","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747072513","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747070333","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747073258","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"0747073293","农业生产(1kV以下)","否","否 "
"0747064644","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747062767","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747070010","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747065260","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747068094","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747061573","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747061786","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747064136","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747094933","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747095320","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747093267","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747091595","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747094082","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747096601","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747096648","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747094687","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747090372","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747081512","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747086301","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747079784","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747084568","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747084722","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747080181","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747084856","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747082645","一般工商业(1kV以下,普通工业,不征收附加)","否","否 "
"0747080910","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747082871","农业生产(1kV以下)","否","否 "
"0747085339","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747081027","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747088179","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747113649","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747113836","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747114005","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747116601","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747110099","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747110221","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747114656","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747108472","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747115439","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747108580","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747102082","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747102246","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747105013","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747105526","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747105560","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747099250","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747099421","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747106408","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747099721","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747106687","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747127631","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747134499","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747128605","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747133059","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747126422","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747128953","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747133533","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747133668","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747127018","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747118847","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747120780","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747123496","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747120997","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747117087","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747117098","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747121228","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747121400","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747119300","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747119464","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747121754","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747124498","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747117972","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747118206","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747145769","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747144336","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747144750","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747147184","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"0747147431","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8073961756","城镇居民生活(1kV以下,不征收附加)","否","是 "
"0747147453","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747147601","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747147851","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747143711","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747143888","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747141287","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747141556","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747136924","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"0747142835","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8091316707","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8088960344","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8091425405","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8085305661","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8089021392","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8080482219","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8089163441","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8076169485","城镇居民生活(1kV以下,征收附加)","否","是 "
"8077772556","一般工商业(1-10kV,非工业,不征收附加)","否","否 "
"8091287948","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8073574103","一般工商业(1kV以下,商业)","否","否 "
"8091335937","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"8079812584","中小学教学(1kV以下,不征收附加)","否","否 "
"8078607392","城镇居民生活(1kV以下,合表,不征收附加)","否","否 "
"8089850413","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8092024687","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8105574626","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8119003123","一般工商业(1kV以下,非居民照明,不征收附加)","否","否 "
"8119442100","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"8109427940","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8124920352","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8116788023","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8124207956","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8120154939","农业生产(1kV以下)","否","否 "
"8111043510","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"8120232862","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8104739286","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8104738430","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8111958294","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"8096329991","城镇居民生活(1kV以下,征收附加)","否","是 "
"8116848136","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"8120235500","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8112919627","城镇居民生活(1kV以下,征收附加)","否","是 "
"8119754366","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"8114776978","城镇居民生活(1kV以下,征收附加)","否","是 "
"8114575041","城镇居民生活(1kV以下,征收附加)","否","是 "
"8116769587","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8136541985","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8143831114","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8144323320","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8145503615","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8124636323","城镇居民生活(1kV以下,征收附加)","否","是 "
"8144735260","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8138561989","城镇居民生活(1kV以下,合表,不征收附加)","否","否 "
"8142870374","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8142510571","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8125624053","一般工商业(1kV以下,商业)","否","否 "
"8144091221","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8128162440","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8142797521","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8143811343","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8138228769","城镇居民生活(1kV以下,合表,不征收附加)","否","否 "
"8146495588","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8146563713","城镇居民生活(1kV以下,征收附加)","否","是 "
"8147087511","一般工商业(1kV以下,非工业,不征收附加)","否","否 "
"8142184158","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8154315214","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8153493191","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8153468715","一般工商业(1kV以下,非居民照明,不征收附加)","否","否 "
"8153728000","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8148040360","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8153869941","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8168392920","城镇居民生活(1kV以下,合表,不征收附加)","否","否 "
"8158527602","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8162966136","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8165762186","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8161769806","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8164799222","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8158325815","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8161776071","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8163021388","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8156579340","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8156579513","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8156579991","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8160829295","一般工商业(1kV以下,非居民照明,不征收附加)","否","否 "
"8156166410","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"8165928131","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8167752972","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8170095114","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8156349790","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8163270575","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8171170502","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8156669720","城镇居民生活(1kV以下,不征收附加)","否","是 "
"8165259891","一般工商业(1kV以下,商业,不征收附加)","否","否 "
"8156570574","乡村居民生活(1kV以下,附加费进目录)","否","是 "
"8189144821","城镇居民生活(1kV以下,征收附加)","否","是 "
