TRADE_CODE,SERIAL,TRADE,RPT_TAG,ARREAR_TRADE,VISIBLE_TAG,SUPERIOR_TRADE,DEGREE_TRADE,TRADE_LEVEL,SUPER0,SUPER1,SUPER2,SUPER3,SUPER4,SUPER5
"4700",302,"⑴房屋和土木工程建筑业","0","1","0","E000",,2,,"E000","4700",,,
"4710",303,"  房屋工程建筑","0","1","1","4700",,3,,"E000","4700","4710",,
"4720",304,"  土木工程建筑","0","1","1","4700",,3,,"E000","4700","4720",,
"4800",305,"⑵建筑安装业","0","1","1","E000",,2,,"E000","4800",,,
"4900",306,"⑶建筑装饰业","0","1","1","E000",,2,,"E000","4900",,,
"4A00",243,"18.交通运输、电气、电子设备制造业","0","1","0","C000",,3,,"GG00","C000","4A00",,
"5000",307,"⑷其他建筑业","0","1","0","E000",,2,,"E000","5000",,,
"5010",308,"  工程准备","0","1","1","5000",,3,,"E000","5000","5010",,
"5020",309,"    提供施工设备服务","0","1","1","5000",,3,,"E000","5000","5020",,
"5090",310,"    其他未列明的建筑活动","0","1","1","5000",,3,,"E000","5000","5090",,
"5100",316,"⑴铁路运输业","0","1","0","5A00",,3,,"F000","5A00","5100",,
"5110",317,"  铁路旅客运输","0","1","1","5100",,4,,"F000","5A00","5100","5110",
"5120",318,"  铁路货物运输","0","1","1","5100",,4,,"F000","5A00","5100","5120",
"5130",319,"  铁路运输辅助活动","0","1","1","5100",,4,,"F000","5A00","5100","5130",
"5140",320,"  电气化铁路","0","1","1","5100",,4,,"F000","5A00","5100","5140",
"5200",321,"⑵道路运输业","0","1","0","5A00",,3,,"F000","5A00","5200",,
"5210",322,"  公路旅客运输","0","1","1","5200",,4,,"F000","5A00","5200","5210",
"5220",323,"  道路货物运输","0","1","1","5200",,4,,"F000","5A00","5200","5220",
"5230",324,"  道路运输辅助活动","0","1","1","5200",,4,,"F000","5A00","5200","5230",
"5300",325,"⑶城市公共交通业","0","1","0","5A00",,3,,"F000","5A00","5300",,
"5310",326,"  公共电车客运","0","1","1","5300",,4,,"F000","5A00","5300","5310",
"5320",327,"  轨道交通","0","1","1","5300",,4,,"F000","5A00","5300","5320",
"5400",328,"⑷水上运输业","0","1","1","5A00",,3,,"F000","5A00","5400",,
"5500",329,"⑸航空运输业","0","1","1","5A00",,3,,"F000","5A00","5500",,
"5600",330,"⑹管道运输业","0","1","1","5A00",,3,,"F000","5A00","5600",,
"5700",331,"⑺装卸搬运和其他运输服务业","0","1","0","5A00",,3,,"F000","5A00","5700",,
"5710",332,"  装卸搬运","0","1","1","5700",,4,,"F000","5A00","5700","5710",
"5720",333,"  运输代理服务","0","1","1","5700",,4,,"F000","5A00","5700","5720",
"5730",313,"  其中:管道运输业","0","1","0","5A00",,3,,"F000","5A00","5730",,
"5740",314,"  其中:电气化铁路","0","1","0","5A00",,3,,"F000","5A00","5740",,
"5750",315,"  其中:城市公共交通","0","1","0","5A00",,3,,"F000","5A00","5750",,
"5800",334,"2.仓储业","0","1","0","F000",,2,,"F000","5800",,,
"5810",335,"  谷物、棉花等农产品仓储","0","1","1","5800",,3,,"F000","5800","5810",,
"5890",336,"  其他仓储","0","1","1","5800",,3,,"F000","5800","5890",,
"5900",337,"3.邮政业","0","1","0","F000",,2,,"F000","5900",,,
"5910",338,"  国家邮政","0","1","1","5900",,3,,"F000","5900","5910",,
"5990",339,"  其他寄递服务","0","1","1","5900",,3,,"F000","5900","5990",,
"5A00",312,"1.交通运输业","0","1","0","F000",,2,,"F000","5A00",,,
"6000",341,"1.电信和其他信息传输服务业","0","1","0","G000",,2,,"G000","6000",,,
"6010",342,"  电信","0","1","1","6000",,3,,"G000","6000","6010",,
"6020",343,"  互联网信息服务","0","1","1","6000",,3,,"G000","6000","6020",,
"6030",344,"  广播电视传输服务","0","1","1","6000",,3,,"G000","6000","6030",,
"6040",345,"  卫星传输服务","0","1","1","6000",,3,,"G000","6000","6040",,
"6100",347," ⑴计算机服务业","0","1","0","6A00",,3,,"G000","6A00","6100",,
"6110",348,"  计算机系统服务","0","1","1","6100",,4,,"G000","6A00","6100","6110",
"6120",349,"  数据处理","0","1","1","6100",,4,,"G000","6A00","6100","6120",
"6130",350,"  计算机维修","0","1","1","6100",,4,,"G000","6A00","6100","6130",
"6190",351,"  其他计算机服务","0","1","1","6100",,4,,"G000","6A00","6100","6190",
"6200",352,"⑵软件业","0","1","0","6A00",,3,,"G000","6A00","6200",,
"6210",353,"  公共软件服务","0","1","1","6200",,4,,"G000","6A00","6200","6210",
"6290",354,"  其他软件服务","0","1","1","6200",,4,,"G000","6A00","6200","6290",
"6300",357,"⑴批发业","0","1","0","H000",,2,,"H000","6300",,,
"6310",358,"  农畜产品批发","0","1","1","6300",,3,,"H000","6300","6310",,
"6320",359,"  食品、饮料及烟草制品批发","0","1","1","6300",,3,,"H000","6300","6320",,
"6330",360,"  纺织、服装及日用品批发","0","1","1","6300",,3,,"H000","6300","6330",,
"6340",361,"  文化、体育用品及器材批发","0","1","1","6300",,3,,"H000","6300","6340",,
"6350",362,"  医药及医疗器材批发","0","1","1","6300",,3,,"H000","6300","6350",,
"6360",363,"  矿产品、建材及化工产品批发","0","1","1","6300",,3,,"H000","6300","6360",,
"6370",364,"  机械设备、五金交电及电子产品批发","0","1","1","6300",,3,,"H000","6300","6370",,
"6380",365,"  贸易经纪与代理","0","1","1","6300",,3,,"H000","6300","6380",,
"6390",366,"  其他批发","0","1","1","6300",,3,,"H000","6300","6390",,
"6500",367,"⑵零售业","0","1","0","H000",,2,,"H000","6500",,,
"6510",368,"  综合零售","0","1","1","6500",,3,,"H000","6500","6510",,
"6520",369,"  食品、饮料及烟草制品专门零售","0","1","1","6500",,3,,"H000","6500","6520",,
"6530",370,"  纺织、服装及日用品专门零售","0","1","1","6500",,3,,"H000","6500","6530",,
"6540",371,"  文化、体育用品及器材专门零售","0","1","1","6500",,3,,"H000","6500","6540",,
"6550",372,"  医药及医疗器材专门零售","0","1","1","6500",,3,,"H000","6500","6550",,
"6560",373,"  汽车、摩托车、燃料及零配件专门零售","0","1","1","6500",,3,,"H000","6500","6560",,
"6570",374,"  家用电器及电子产品专门零售 ","0","1","1","6500",,3,,"H000","6500","6570",,
"6580",375,"  五金、家具及室内装修材料专门零售","0","1","1","6500",,3,,"H000","6500","6580",,
"6590",376,"  无店铺及其他零售","0","1","1","6500",,3,,"H000","6500","6590",,
"6600",378,"⑴住宿业","0","1","0","I000",,3,,"H000","I000","6600",,
"6610",379,"  旅游饭店","0","1","1","6600",,4,,"H000","I000","6600","6610",
"6620",380,"  一般旅馆","0","1","1","6600",,4,,"H000","I000","6600","6620",
"6690",381,"  其他住宿服务","0","1","1","6600",,4,,"H000","I000","6600","6690",
"6700",382,"⑵餐饮业","0","1","0","I000",,3,,"H000","I000","6700",,
"6710",383,"  正餐服务","0","1","1","6700",,4,,"H000","I000","6700","6710",
"6720",384,"  快餐服务","0","1","1","6700",,4,,"H000","I000","6700","6720",
"6730",385,"  饮料及冷饮服务","0","1","1","6700",,4,,"H000","I000","6700","6730",
"6790",386,"  其他餐饮服务","0","1","1","6700",,4,,"H000","I000","6700","6790",
"6800",389," ⑴银行业","0","1","0","J010",,3,,"J000","J010","6800",,
"6810",390,"  中央银行","0","1","1","6800",,4,,"J000","J010","6800","6810",
"6820",391,"  商业银行","0","1","1","6800",,4,,"J000","J010","6800","6820",
"6890",392,"  其他银行","0","1","1","6800",,4,,"J000","J010","6800","6890",
"6900",393,"⑵证券业","0","1","0","J010",,3,,"J000","J010","6900",,
"6910",394,"  证券市场管理","0","1","1","6900",,4,,"J000","J010","6900","6910",
"6920",395,"  证券经纪与交易","0","1","1","6900",,4,,"J000","J010","6900","6920",
"6930",396,"  证券投资","0","1","1","6900",,4,,"J000","J010","6900","6930",
"6940",397,"  证券分析与咨询","0","1","1","6900",,4,,"J000","J010","6900","6940",
"6A00",346,"2.计算机服务和软件业","0","1","0","G000",,2,,"G000","6A00",,,
"7000",398,"⑶保险业","0","1","0","J010",,3,,"J000","J010","7000",,
"7010",399,"  人寿保险","0","1","1","7000",,4,,"J000","J010","7000","7010",
"7020",400,"  非人寿保险","0","1","1","7000",,4,,"J000","J010","7000","7020",
"7030",401,"  保险辅助服务","0","1","1","7000",,4,,"J000","J010","7000","7030",
"7100",402,"⑷其他金融活动","0","1","0","J010",,3,,"J000","J010","7100",,
"7110",403,"  金融信托与管理 ","0","1","1","7100",,4,,"J000","J010","7100","7110",
"7120",404,"  金融租赁","0","1","1","7100",,4,,"J000","J010","7100","7120",
"7130",405,"  财务公司","0","1","1","7100",,4,,"J000","J010","7100","7130",
"7140",406,"  邮政储蓄","0","1","1","7100",,4,,"J000","J010","7100","7140",
"7150",407,"  典当","0","1","1","7100",,4,,"J000","J010","7100","7150",
"7190",408,"  其他未列明的金融活动","0","1","1","7100",,4,,"J000","J010","7100","7190",
"7200",409,"2.房地产业","0","1","0","J000",,2,,"J000","7200",,,
"7210",410,"  房地产开发经营","0","1","1","7200",,3,,"J000","7200","7210",,
"7220",411,"  物业管理","0","1","1","7200",,3,,"J000","7200","7220",,
"7230",412,"  房地产中介服务","0","1","1","7200",,3,,"J000","7200","7230",,
"7290",413,"  其他房地产活动","0","1","1","7200",,3,,"J000","7200","7290",,
"7300",415,"⑴租赁业","0","1","0","L000",,3,,"J000","L000","7300",,
"7310",416,"  机械设备租赁","0","1","1","7300",,4,,"J000","L000","7300","7310",
"7320",417,"  文化及日用品出租","0","1","1","7300",,4,,"J000","L000","7300","7320",
"7400",418,"⑵商务服务业","0","1","0","L000",,3,,"J000","L000","7400",,
"7410",419,"  企业管理服务","0","1","1","7400",,4,,"J000","L000","7400","7410",
"7420",420,"  法律服务","0","1","1","7400",,4,,"J000","L000","7400","7420",
"7430",421,"  咨询与调查","0","1","1","7400",,4,,"J000","L000","7400","7430",
"7440",422,"  广告业","0","1","1","7400",,4,,"J000","L000","7400","7440",
"7450",423,"  知识产权服务","0","1","1","7400",,4,,"J000","L000","7400","7450",
"7460",424,"  职业中介服务","0","1","1","7400",,4,,"J000","L000","7400","7460",
"7470",425,"  市场管理","0","1","1","7400",,4,,"J000","L000","7400","7470",
"7480",426,"  旅行社","0","1","1","7400",,4,,"J000","L000","7400","7480",
"7490",427,"  其他商务服务","0","1","1","7400",,4,,"J000","L000","7400","7490",
"7500",445,"⑴研究与试验发展","0","1","0","75A0",,3,,"M000","75A0","7500",,
"7510",446,"  自然科学研究与试验发展","0","1","1","7500",,4,,"M000","75A0","7500","7510",
"7520",447,"  工程和技术研究与试验发展","0","1","1","7500",,4,,"M000","75A0","7500","7520",
"7530",448,"  农业科学研究与试验发展","0","1","1","7500",,4,,"M000","75A0","7500","7530",
"7540",449,"  医学研究与试验发展","0","1","1","7500",,4,,"M000","75A0","7500","7540",
"7550",450,"  社会人文科学研究与试验发展","0","1","1","7500",,4,,"M000","75A0","7500","7550",
"75A0",443,"1.科学研究、技术服务和地质勘查业","0","1","0","M000",,2,,"M000","75A0",,,
"7600",451,"⑵专业技术服务业","0","1","0","75A0",,3,,"M000","75A0","7600",,
"7610",452,"  气象服务","0","1","1","7600",,4,,"M000","75A0","7600","7610",
"7620",453,"  地震服务","0","1","1","7600",,4,,"M000","75A0","7600","7620",
"7630",454,"  海洋服务","0","1","1","7600",,4,,"M000","75A0","7600","7630",
"7640",455,"  测绘服务","0","1","1","7600",,4,,"M000","75A0","7600","7640",
"7650",456,"  技术检测","0","1","1","7600",,4,,"M000","75A0","7600","7650",
"7660",457,"  环境监测","0","1","1","7600",,4,,"M000","75A0","7600","7660",
"7670",458,"  工程技术与规划管理   ","0","1","1","7600",,4,,"M000","75A0","7600","7670",
"7690",459,"  其他专业技术服务","0","1","1","7600",,4,,"M000","75A0","7600","7690",
"7700",460,"⑶科技交流和推广服务业","0","1","0","75A0",,3,,"M000","75A0","7700",,
"7710",461,"  技术推广服务","0","1","1","7700",,4,,"M000","75A0","7700","7710",
"7720",462,"  科技中介服务","0","1","1","7700",,4,,"M000","75A0","7700","7720",
"7790",463,"  其他科技服务","0","1","1","7700",,4,,"M000","75A0","7700","7790",
"7800",464,"⑷地质勘查业","0","1","0","75A0",,3,,"M000","75A0","7800",,
"7810",465,"  矿产地质勘查","0","1","1","7800",,4,,"M000","75A0","7800","7810",
"7820",466,"  基础地质勘查","0","1","1","7800",,4,,"M000","75A0","7800","7820",
"7830",467,"  地质勘查技术服务","0","1","1","7800",,4,,"M000","75A0","7800","7830",
"7840",444,"其中:地质勘查业","0","1","0","75A0",,3,,"M000","75A0","7840",,
"7900",471,"⑴水利管理业","0","1","0","N000",,3,,"M000","N000","7900",,
"7910",472,"  防洪管理","0","1","1","7900",,4,,"M000","N000","7900","7910",
"7920",473,"  水资源管理","0","1","1","7900",,4,,"M000","N000","7900","7920",
"7990",474,"  其他水利管理","0","1","1","7900",,4,,"M000","N000","7900","7990",
"8000",475,"⑵环境管理业","0","1","0","N000",,3,,"M000","N000","8000",,
"8010",476,"  自然保护","0","1","1","8000",,4,,"M000","N000","8000","8010",
"8020",477,"  环境治理","0","1","1","8000",,4,,"M000","N000","8000","8020",
"8100",478,"⑶公共设施管理业","0","1","0","N000",,3,,"M000","N000","8100",,
"8110",479,"  市政公共设施管理","0","1","1","8100",,4,,"M000","N000","8100","8110",
"8120",480,"  城市绿化管理","0","1","1","8100",,4,,"M000","N000","8100","8120",
"8130",481,"  游览景区管理","0","1","1","8100",,4,,"M000","N000","8100","8130",
"8140",469,"     其中：水利管理业","0","1","0","N000",,3,,"M000","N000","8140",,
"8150",470,"     其中：公共照明业","0","1","0","N000",,3,,"M000","N000","8150",,
"8160",482,"  公共照明业","0","1","1","8100",,4,,"M000","N000","8100","8160",
"8200",428,"⑶居民服务业","0","1","0","L000",,3,,"J000","L000","8200",,
"8210",429,"  家庭服务","0","1","1","8200",,4,,"J000","L000","8200","8210",
"8220",430,"  托儿所","0","1","1","8200",,4,,"J000","L000","8200","8220",
"8230",431,"  洗染服务","0","1","1","8200",,4,,"J000","L000","8200","8230",
"8240",432,"  理发及美容保健服务","0","1","1","8200",,4,,"J000","L000","8200","8240",
"8250",433,"  洗浴服务","0","1","1","8200",,4,,"J000","L000","8200","8250",
"8260",434,"  婚姻服务","0","1","1","8200",,4,,"J000","L000","8200","8260",
"8270",435,"  殡葬服务","0","1","1","8200",,4,,"J000","L000","8200","8270",
"8280",436,"  摄影扩印服务","0","1","1","8200",,4,,"J000","L000","8200","8280",
"8290",437,"  其他居民服务","0","1","1","8200",,4,,"J000","L000","8200","8290",
"8300",438,"⑷其他服务业","0","1","0","L000",,3,,"J000","L000","8300",,
"8310",439,"  修理与维护","0","1","1","8300",,4,,"J000","L000","8300","8310",
"8320",440,"  清洁服务","0","1","1","8300",,4,,"J000","L000","8300","8320",
"8390",441,"  其他未列明的服务","0","1","1","8300",,4,,"J000","L000","8300","8390",
"8400",485,"⑴教育","0","1","0","P000",,3,,"M000","P000","8400",,
"8410",486,"  学前教育","0","1","1","8400",,4,,"M000","P000","8400","8410",
"8420",487,"  初等教育","0","1","1","8400",,4,,"M000","P000","8400","8420",
"8430",488,"  中等教育","0","1","1","8400",,4,,"M000","P000","8400","8430",
"8440",489,"  高等教育","0","1","1","8400",,4,,"M000","P000","8400","8440",
"8490",490,"  其他教育","0","1","1","8400",,4,,"M000","P000","8400","8490",
"8500",519,"⑴卫生","0","1","0","Q000",,3,,"M000","Q000","8500",,
"8510",520,"  医院","0","1","1","8500",,4,,"M000","Q000","8500","8510",
"8520",521,"  卫生院及社区医疗活动","0","1","1","8500",,4,,"M000","Q000","8500","8520",
"8530",522,"  门诊部医疗活动","0","1","1","8500",,4,,"M000","Q000","8500","8530",
"8540",523,"  计划生育技术服务活动","0","1","1","8500",,4,,"M000","Q000","8500","8540",
"8550",524,"  妇幼保健活动","0","1","1","8500",,4,,"M000","Q000","8500","8550",
"8560",525,"  专科疾病防治活动","0","1","1","8500",,4,,"M000","Q000","8500","8560",
"8570",526,"  疾病预防控制及防疫活动","0","1","1","8500",,4,,"M000","Q000","8500","8570",
"8590",527,"  其他卫生活动","0","1","1","8500",,4,,"M000","Q000","8500","8590",
"8600",528,"⑵社会保障业","0","1","1","Q000",,3,,"M000","Q000","8600",,
"8610",529,"  社会保障业","0","1","2","8600",,4,,"M000","Q000","8600","8610",
"8700",530,"⑶社会福利业","0","1","0","Q000",,3,,"M000","Q000","8700",,
"8710",531,"  提供住宿的社会福利","0","1","1","8700",,4,,"M000","Q000","8700","8710",
"8720",532,"  不提供住宿的社会福利","0","1","1","8700",,4,,"M000","Q000","8700","8720",
"8800",491,"⑵新闻出版业","0","1","0","P000",,3,,"M000","P000","8800",,
"8810",492,"  新闻业","0","1","1","8800",,4,,"M000","P000","8800","8810",
"8820",493,"  出版业","0","1","1","8800",,4,,"M000","P000","8800","8820",
"8900",494,"⑶广播、电视、电影和音像业","0","1","0","P000",,3,,"M000","P000","8900",,
"8910",495,"  广播","0","1","1","8900",,4,,"M000","P000","8900","8910",
"8920",496,"  电视","0","1","1","8900",,4,,"M000","P000","8900","8920",
"8930",497,"  电影","0","1","1","8900",,4,,"M000","P000","8900","8930",
"8940",498,"  音像制作","0","1","1","8900",,4,,"M000","P000","8900","8940",
"9000",499,"⑷文化艺术业","0","1","0","P000",,3,,"M000","P000","9000",,
"9010",500,"  文艺创作与表演","0","1","1","9000",,4,,"M000","P000","9000","9010",
"9020",501,"  艺术表演场馆","0","1","1","9000",,4,,"M000","P000","9000","9020",
"9030",502,"  图书馆与档案馆","0","1","1","9000",,4,,"M000","P000","9000","9030",
"9040",503,"  文物及文化保护","0","1","1","9000",,4,,"M000","P000","9000","9040",
"9050",504,"  博物馆","0","1","1","9000",,4,,"M000","P000","9000","9050",
"9060",505,"  烈士陵园、纪念馆","0","1","1","9000",,4,,"M000","P000","9000","9060",
"9070",506,"  群众文化活动","0","1","1","9000",,4,,"M000","P000","9000","9070",
"9080",507,"  文化艺术经纪代理","0","1","1","9000",,4,,"M000","P000","9000","9080",
"9090",508,"  其他文化艺术","0","1","1","9000",,4,,"M000","P000","9000","9090",
"9100",509,"⑸体育","0","1","0","P000",,3,,"M000","P000","9100",,
"9110",510,"  体育组织","0","1","1","9100",,4,,"M000","P000","9100","9110",
"9120",511,"  体育场馆","0","1","1","9100",,4,,"M000","P000","9100","9120",
"9190",512,"  其他体育","0","1","1","9100",,4,,"M000","P000","9100","9190",
"9200",513,"⑹娱乐业","0","1","0","P000",,3,,"M000","P000","9200",,
"9210",514,"  室内娱乐活动","0","1","1","9200",,4,,"M000","P000","9200","9210",
"9220",515,"  游乐园","0","1","1","9200",,4,,"M000","P000","9200","9220",
"9230",516,"  休闲健身娱乐活动","0","1","1","9200",,4,,"M000","P000","9200","9230",
"9290",517,"  其他娱乐活动","0","1","1","9200",,4,,"M000","P000","9200","9290",
"92A0",484,"    其中：教育","0","1","0","P000",,3,,"M000","P000","92A0",,
"9300",534,"⑴中国共产党机关","0","1","1","S000",,3,,"M000","S000","9300",,
"9400",535,"⑵国家机构","0","1","0","S000",,3,,"M000","S000","9400",,
"9410",536,"  国家权力机构","0","1","1","9400",,4,,"M000","S000","9400","9410",
"9420",537,"  国家行政机构","0","1","1","9400",,4,,"M000","S000","9400","9420",
"9430",538,"  人民法院和人民检察院","0","1","1","9400",,4,,"M000","S000","9400","9430",
"9490",539,"  其他国家机构","0","1","1","9400",,4,,"M000","S000","9400","9490",
"9500",540,"⑶人民政协和民主党派","0","1","0","S000",,3,,"M000","S000","9500",,
"9510",541,"  人民政协","0","1","1","9500",,4,,"M000","S000","9500","9510",
"9520",542,"  民主党派","0","1","1","9500",,4,,"M000","S000","9500","9520",
"9600",543,"⑷群众团体、社会团体和宗教组织","0","1","0","S000",,3,,"M000","S000","9600",,
"9610",544,"  群众团体","0","1","1","9600",,4,,"M000","S000","9600","9610",
"9620",545,"  社会团体","0","1","1","9600",,4,,"M000","S000","9600","9620",
"9630",546,"  宗教组织","0","1","1","9600",,4,,"M000","S000","9600","9630",
"9700",547,"⑸基层群众自治组织","0","1","0","S000",,3,,"M000","S000","9700",,
"9710",548,"  社区自治组织","0","1","1","9700",,4,,"M000","S000","9700","9710",
"9720",549,"  村民自治组织","0","1","1","9700",,4,,"M000","S000","9700","9720",
"9800",550,"⑹国际组织","0","1","1","S000",,3,,"M000","S000","9800",,
"9900",6,"B、城乡居民生活用电合计","0","1","0","AAAA",,1,"AAAA","9900",,,,
"9910",7,"    城镇居民","0","1","1","9900",,2,,"9900","9910",,,
"9920",8,"    乡村居民","0","1","1","9900",,2,,"9900","9920",,,
"9999",9,"C、趸售","0","1","2","AAAA",,1,"AAAA","9999",,,,
"99A0",3,"    第一产业","0","1","2","99AA",,2,,"99AA","99A0",,,
"99AA",2,"A、全行业用电合计","0","1","2","AAAA",,1,"AAAA","99AA",,,,
"99B0",4,"    第二产业","0","1","2","99AA",,2,,"99AA","99B0",,,
"99C0",5,"    第三产业","0","1","2","99AA",,2,,"99AA","99C0",,,
"A000",10,"一、农、林、牧、渔业","0","1","0","AAAA",,1,"AAAA","A000",,,,
"AAAA",1,"全社会用电总计","0","0","0","0",,0,,,,,,
"B000",20,"（一）采矿业","0","1","0","GG00",,2,,"GG00","B000",,,
"C000",41,"（二） 制造业","0","1","0","GG00",,2,,"GG00","C000",,,
"D000",290,"（三）电力、燃气及水的生产和供应业","0","1","1","GG00",,2,,"GG00","D000",,,
"E000",301,"三、建筑业","0","1","0","AAAA",,1,"AAAA","E000",,,,
"F000",311,"四、交通运输、仓储和邮政业","0","1","0","AAAA",,1,"AAAA","F000",,,,
"G000",340,"五、信息传输、计算机服务和软件业","0","1","0","AAAA",,1,"AAAA","G000",,,,
"GG00",17,"二、工业","0","1","0","AAAA",,1,"AAAA","GG00",,,,
"GG10",18,"     轻工业","0","1","2","GG00",,2,,"GG00","GG10",,,
"GG20",19,"     重工业","0","1","2","GG00",,2,,"GG00","GG20",,,
"H000",355,"六、商业、住宿和餐饮业","0","1","0","AAAA",,1,"AAAA","H000",,,,
"H010",356,"1.批发和零售业","0","1","0","H000",,2,,"H000","H010",,,
"I000",377,"2.住宿和餐饮业","0","1","0","H000",,2,,"H000","I000",,,
"J000",387,"七、金融、房地产、商务及居民服务业","0","1","0","AAAA",,1,"AAAA","J000",,,,
"J010",388,"1.金融业","0","1","0","J000",,2,,"J000","J010",,,
"L000",414,"3.租赁和商务服务业、居民服务和其它服务业","0","1","0","J000",,2,,"J000","L000",,,
"M000",442,"八、公共事业及管理组织","0","1","0","AAAA",,1,"AAAA","M000",,,,
"N000",468,"2.水利、环境和公共设施管理业","0","1","0","M000",,2,,"M000","N000",,,
"P000",483,"3.教育、文化、体育和娱乐业","0","1","0","M000",,2,,"M000","P000",,,
"Q000",518,"4.卫生、社会保障和社会福利业","0","1","0","M000",,2,,"M000","Q000",,,
"S000",533,"5.公共管理和社会组织、国际组织","0","1","0","M000",,2,,"M000","S000",,,
